t [s],az NO FLAT [m/s2],az WITH FLAT [m/s2]
    6.062000,   -9.811760,   -9.811470
    6.063000,   -9.811530,   -9.811380
    6.064000,   -9.811190,   -9.811340
    6.065000,   -9.811240,   -9.811350
    6.066000,   -9.811230,   -9.811370
    6.067000,   -9.811150,   -9.811360
    6.068000,   -9.811040,   -9.811240
    6.069000,   -9.811060,   -9.811060
    6.070000,   -9.810750,   -9.810870
    6.071000,   -9.810480,   -9.810630
    6.072000,   -9.810270,   -9.810370
    6.073000,   -9.810150,   -9.810140
    6.074000,   -9.810070,   -9.809910
    6.075000,   -9.809910,   -9.809710
    6.076000,   -9.809680,   -9.809520
    6.077000,   -9.809470,   -9.809350
    6.078000,   -9.809250,   -9.809180
    6.079000,   -9.809030,   -9.809020
    6.080000,   -9.808820,   -9.808860
    6.081000,   -9.808640,   -9.808700
    6.082000,   -9.808460,   -9.808540
    6.083000,   -9.808310,   -9.808390
    6.084000,   -9.808160,   -9.808230
    6.085000,   -9.808020,   -9.808080
    6.086000,   -9.807880,   -9.807920
    6.087000,   -9.807740,   -9.807770
    6.088000,   -9.807610,   -9.807610
    6.089000,   -9.807460,   -9.807460
    6.090000,   -9.807320,   -9.807290
    6.091000,   -9.807180,   -9.807150
    6.092000,   -9.807030,   -9.806980
    6.093000,   -9.806870,   -9.806820
    6.094000,   -9.806730,   -9.806640
    6.095000,   -9.806550,   -9.806480
    6.096000,   -9.806380,   -9.806300
    6.097000,   -9.806200,   -9.806150
    6.098000,   -9.806030,   -9.805970
    6.099000,   -9.805840,   -9.805840
    6.100000,   -9.805690,   -9.805640
    6.101000,   -9.805500,   -9.805540
    6.102000,   -9.805350,   -9.805290
    6.103000,   -9.805150,   -9.805260
    6.104000,   -9.805020,   -9.805940
    6.105000,   -9.804810,   -9.805480
    6.106000,   -9.804720,   -9.805140
    6.107000,   -9.804470,   -9.804870
    6.108000,   -9.804440,   -9.804640
    6.109000,   -9.804110,   -9.803710
    6.110000,   -9.804210,   -9.803500
    6.111000,   -9.805060,   -9.804610
    6.112000,   -9.804540,   -9.804210
    6.113000,   -9.804150,   -9.803890
    6.114000,   -9.803850,   -9.803620
    6.115000,   -9.803610,   -9.803390
    6.116000,   -9.802100,   -9.802300
    6.117000,   -9.802280,   -9.802120
    6.118000,   -9.803620,   -9.803430
    6.119000,   -9.803180,   -9.803020
    6.120000,   -9.802820,   -9.802710
    6.121000,   -9.802530,   -9.802440
    6.122000,   -9.802290,   -9.802230
    6.123000,   -9.800590,   -9.801000
    6.124000,   -9.800890,   -9.800890
    6.125000,   -9.802400,   -9.802350
    6.126000,   -9.801930,   -9.801940
    6.127000,   -9.801610,   -9.801630
    6.128000,   -9.801340,   -9.801330
    6.129000,   -9.801140,   -9.801120
    6.130000,   -9.799250,   -9.799720
    6.131000,   -9.799770,   -9.799710
    6.132000,   -9.801310,   -9.801220
    6.133000,   -9.800890,   -9.800790
    6.134000,   -9.800500,   -9.800420
    6.135000,   -9.800250,   -9.800140
    6.136000,   -9.800030,   -9.799920
    6.137000,   -9.797920,   -9.798390
    6.138000,   -9.798660,   -9.798510
    6.139000,   -9.800120,   -9.800020
    6.140000,   -9.799680,   -9.799530
    6.141000,   -9.799260,   -9.799210
    6.142000,   -9.799020,   -9.798900
    6.143000,   -9.798800,   -9.798740
    6.144000,   -9.796490,   -9.798490
    6.145000,   -9.797540,   -9.796840
    6.146000,   -9.798870,   -9.797130
    6.147000,   -9.798360,   -9.798640
    6.148000,   -9.798000,   -9.797960
    6.149000,   -9.797740,   -9.797850
    6.150000,   -9.797570,   -9.797340
    6.151000,   -9.795000,   -9.797430
    6.152000,   -9.796570,   -9.796930
    6.153000,   -9.797680,   -9.797060
    6.154000,   -9.796860,   -9.796480
    6.155000,   -9.796830,   -9.796670
    6.156000,   -9.796290,   -9.795970
    6.157000,   -9.796460,   -9.796300
    6.158000,   -9.795900,   -9.795420
    6.159000,   -9.796070,   -9.796010
    6.160000,   -9.795430,   -9.794800
    6.161000,   -9.795640,   -9.795860
    6.162000,   -9.794890,   -9.794030
    6.163000,   -9.795240,   -9.795950
    6.164000,   -9.794320,   -9.792930
    6.165000,   -9.794910,   -9.796550
    6.166000,   -9.793690,   -9.791130
    6.167000,   -9.794710,   -9.798240
    6.168000,   -9.792940,   -9.787700
    6.169000,   -9.794740,   -9.802380
    6.170000,   -9.791930,   -9.780480
    6.171000,   -9.795200,   -9.812440
    6.172000,   -9.790330,   -9.763930
    6.173000,   -9.796530,   -9.837350
    6.174000,   -9.787440,   -9.723420
    6.175000,   -9.799800,   -9.901230
    6.176000,   -9.781570,   -9.618620
    6.177000,   -9.807540,  -10.072100
    6.178000,   -9.768660,   -9.333610
    6.179000,   -9.826200,  -10.549400
    6.180000,   -9.738300,   -9.610600
    6.181000,   -9.872720,   -9.626410
    6.182000,   -9.662710,   -9.654800
    6.183000,   -9.993190,   -9.686900
    6.184000,   -9.464710,   -9.724590
    6.185000,  -10.318300,   -9.751780
    6.186000,   -9.667800,   -9.779510
    6.187000,   -9.682560,   -9.801060
    6.188000,   -9.700310,   -9.817500
    6.189000,   -9.720890,   -9.829560
    6.190000,   -9.744200,   -9.831470
    6.191000,   -9.762560,   -9.827800
    6.192000,   -9.781580,   -9.819780
    6.193000,   -9.795310,   -9.809390
    6.194000,   -9.806290,   -9.795960
    6.195000,   -9.814230,   -9.786180
    6.196000,   -9.814830,   -9.779810
    6.197000,   -9.812660,   -9.773730
    6.198000,   -9.808230,   -9.771370
    6.199000,   -9.801840,   -9.769560
    6.200000,   -9.792350,   -9.770060
    6.201000,   -9.786170,   -9.777330
    6.202000,   -9.779950,   -9.779470
    6.203000,   -9.776380,   -9.783140
    6.204000,   -9.772090,   -9.785380
    6.205000,   -9.771490,   -9.786990
    6.206000,   -9.772120,   -9.787760
    6.207000,   -9.774150,   -9.787890
    6.208000,   -9.776400,   -9.787370
    6.209000,   -9.780150,   -9.786490
    6.210000,   -9.780980,   -9.785320
    6.211000,   -9.783770,   -9.782780
    6.212000,   -9.784030,   -9.780480
    6.213000,   -9.788920,   -9.779590
    6.214000,   -9.787420,   -9.778070
    6.215000,   -9.786930,   -9.777730
    6.216000,   -9.785660,   -9.780170
    6.217000,   -9.784180,   -9.776850
    6.218000,   -9.782500,   -9.779130
    6.219000,   -9.778300,   -9.778010
    6.220000,   -9.776340,   -9.778930
    6.221000,   -9.779150,   -9.778140
    6.222000,   -9.775860,   -9.778580
    6.223000,   -9.776220,   -9.777740
    6.224000,   -9.775070,   -9.777770
    6.225000,   -9.775240,   -9.776890
    6.226000,   -9.774670,   -9.776650
    6.227000,   -9.774780,   -9.775750
    6.228000,   -9.774420,   -9.775400
    6.229000,   -9.774420, -178.851000
    6.230000,   -9.774110,  -31.829600
    6.231000,   -9.773970,  -60.443000
    6.232000,   -9.770900,  -73.067800
    6.233000,   -9.769390,   -7.827020
    6.234000,   -9.773960,   -6.330750
    6.235000,   -9.772040,   38.191000
    6.236000,   -9.772400,   41.146600
    6.237000,   -9.771800,   38.737100
    6.238000,   -9.771850,   36.213100
    6.239000,   -9.771130,   33.841700
    6.240000,   -9.770980,   32.030300
    6.241000,   -9.770150,   30.611300
    6.242000,   -9.769860,   29.455100
    6.243000,   -9.769000,   28.378500
    6.244000,   -9.768660,   27.375900
    6.245000,   -9.767810,   26.475800
    6.246000,   -9.767490,   25.753700
    6.247000,   -9.766670,  -65.302100
    6.248000,   -9.766400,    2.436540
    6.249000,   -9.765620,  -75.460700
    6.250000,   -9.765420,  -41.449200
    6.251000,   -9.764660,  -95.846000
    6.252000,   -9.764510,  -47.541100
    6.253000,   -9.763730,  -76.289700
    6.254000,   -9.763650,  -38.080300
    6.255000,   -9.762810,  -37.368900
    6.256000,   -9.762790,  -18.400500
    6.257000,   -9.761850,   -5.204240
    6.258000,   -9.761920,    4.502800
    6.259000,   -9.760830,   11.873000
    6.260000,   -9.761030,   16.503200
    6.261000,   -9.759730,   16.892900
    6.262000,   -9.760140,   15.605600
    6.263000,   -9.758540,   12.194400
    6.264000,   -9.759270,    6.306170
    6.265000,   -9.757240,    0.527299
    6.266000,   -9.758480,   -5.805550
    6.267000,   -9.755810,  -11.958200
    6.268000,   -9.757830,  -16.075900
    6.269000,   -9.754190,  -19.610400
    6.270000,   -9.757410,  -21.576700
    6.271000,   -9.752260,  -21.764300
    6.272000,   -9.757380,  -21.150700
    6.273000,   -9.749830,  -19.507200
    6.274000,   -9.757980,  -17.224800
    6.275000,   -9.746600,  -14.637700
    6.276000,   -9.759620,  -12.253000
    6.277000,   -9.742010,   -9.859960
    6.278000,   -9.762990,   -7.351560
    6.279000,   -9.735150,   -6.094550
    6.280000,   -9.769300,   -5.576330
    6.281000,   -9.724470,   -5.350720
    6.282000,   -9.780560,   -5.373030
    6.283000,   -9.707290,   -5.673040
    6.284000,   -9.800440,   -6.156690
    6.285000,   -9.679180,   -6.841440
    6.286000,   -9.835170,   -7.613210
    6.287000,   -9.632190,   -8.368630
    6.288000,   -9.895310,   -9.058440
    6.289000,   -9.552380,   -9.684680
    6.290000,   -9.998850,  -10.176400
    6.291000,   -9.416130,  -10.547600
    6.292000,  -10.175900,  -10.883400
    6.293000,   -9.652550,  -11.149600
    6.294000,   -9.654580,  -11.264000
    6.295000,   -9.667360,  -11.250900
    6.296000,   -9.691340,  -11.129300
    6.297000,   -9.699390,  -10.909300
    6.298000,   -9.716290,  -10.659500
    6.299000,   -9.735180,  -10.506100
    6.300000,   -9.751940,  -10.245600
    6.301000,   -9.764130,   -9.975770
    6.302000,   -9.771820,   -9.680310
    6.303000,   -9.772970,   -9.403300
    6.304000,   -9.768880,   -9.192340
    6.305000,   -9.762110,   -9.092110
    6.306000,   -9.753540,   -9.002390
    6.307000,   -9.743710,   -8.896620
    6.308000,   -9.736180,   -8.900380
    6.309000,   -9.732000,   -9.101040
    6.310000,   -9.730620,   -9.410650
    6.311000,   -9.743750,   -9.611590
    6.312000,   -9.742440,   -9.767970
    6.313000,   -9.745400,   -9.996770
    6.314000,   -9.747000,  -10.166300
    6.315000,   -9.747560,  -10.275800
    6.316000,   -9.747170,  -10.322200
    6.317000,   -9.746010,  -10.323700
    6.318000,   -9.744380,  -10.270900
    6.319000,   -9.739390,  -10.172000
    6.320000,   -9.734400,  -10.042400
    6.321000,   -9.743200,   -9.897270
    6.322000,   -9.740370,   -9.749540
    6.323000,   -9.740240,   -9.612230
    6.324000,   -9.739970,   -9.497720
    6.325000,   -9.739570,   -9.412700
    6.326000,   -9.739310,   -9.360880
    6.327000,   -9.739080,   -9.341820
    6.328000,   -9.734740,   -9.354140
    6.329000,   -9.730910,   -9.393280
    6.330000,   -9.742990,   -9.453870
    6.331000,   -9.741490,   -9.529260
    6.332000,   -9.741960,   -9.612130
    6.333000,   -9.741890,   -9.695930
    6.334000,   -9.741090,   -9.773750
    6.335000,   -9.740240,   -9.838950
    6.336000,   -9.739270,   -9.887700
    6.337000,   -9.734350,   -9.917730
    6.338000,   -9.729650,   -9.929840
    6.339000,   -9.741830,   -9.924880
    6.340000,   -9.740790,   -9.909290
    6.341000,   -9.741190,   -9.881490
    6.342000,   -9.741200,   -9.843270
    6.343000,   -9.740000,   -9.801240
    6.344000,   -9.738910,   -9.762610
    6.345000,   -9.737570,   -9.728490
    6.346000,   -9.732400,   -9.702560
    6.347000,   -9.727370,   -9.684360
    6.348000,   -9.725940,   -9.672530
    6.349000,   -9.728570,   -9.668590
    6.350000,   -9.748350,   -9.671000
    6.351000,   -9.746640,   -9.681490
    6.352000,   -9.746230,   -9.699210
    6.353000,   -9.744040,   -9.722800
    6.354000,   -9.740260,   -9.744620
    6.355000,   -9.737260,   -9.759480
    6.356000,   -9.734900,   -9.774810
    6.357000,   -9.729580,   -9.780280
    6.358000,   -9.724810,   -9.789980
    6.359000,   -9.741040,   -9.782920
    6.360000,   -9.742520,   -9.804660
    6.361000,   -9.743440,   -9.782340
    6.362000,   -9.744290,   -9.765180
